kernel,runtime,gpu,collapse,num_teams,num_threads,mem_to,mem_alloc,mem_from,mem_delete,num_var,N1,N2
mv_kernel_gpu_mem,9202,1,1,79,128,88888808,80800,80808,88888800,2,10100,1100
mv_kernel_gpu,365,1,1,79,128,8,0,8,0,2,10100,1100
mv_kernel_cpu,47722,0,1,1,64,0,0,0,0,2,10100,1600
mv_kernel_gpu_mem,11564,1,1,79,128,129292808,80800,80808,129292800,2,10100,1600
mv_kernel_gpu,523,1,1,79,128,8,0,8,0,2,10100,1600
mv_kernel_cpu,33269,0,1,1,64,0,0,0,0,2,10100,2100
mv_kernel_gpu_mem,15768,1,1,79,128,169696808,80800,80808,169696800,2,10100,2100
mv_kernel_gpu,690,1,1,79,128,8,0,8,0,2,10100,2100
mv_kernel_cpu,30432,0,1,1,64,0,0,0,0,2,10100,2600
mv_kernel_gpu_mem,18363,1,1,79,128,210100808,80800,80808,210100800,2,10100,2600
mv_kernel_gpu,778,1,1,79,128,8,0,8,0,2,10100,2600
mv_kernel_cpu,36624,0,1,1,64,0,0,0,0,2,10100,3100
mv_kernel_gpu_mem,21614,1,1,79,128,250504808,80800,80808,250504800,2,10100,3100
mv_kernel_gpu,943,1,1,79,128,8,0,8,0,2,10100,3100
mv_kernel_cpu,47284,0,1,1,64,0,0,0,0,2,10100,3600
mv_kernel_gpu_mem,27693,1,1,79,128,290908808,80800,80808,290908800,2,10100,3600
mv_kernel_gpu,1088,1,1,79,128,8,0,8,0,2,10100,3600
mv_kernel_cpu,35701,0,1,1,64,0,0,0,0,2,10100,4100
mv_kernel_gpu_mem,46686,1,1,79,128,331312808,80800,80808,331312800,2,10100,4100
mv_kernel_gpu,1123,1,1,79,128,8,0,8,0,2,10100,4100
mv_kernel_cpu,50137,0,1,1,64,0,0,0,0,2,10100,4600
mv_kernel_gpu_mem,52835,1,1,79,128,371716808,80800,80808,371716800,2,10100,4600
mv_kernel_gpu,1274,1,1,79,128,8,0,8,0,2,10100,4600
mv_kernel_cpu,51172,0,1,1,64,0,0,0,0,2,10100,5100
mv_kernel_gpu_mem,38757,1,1,79,128,412120808,80800,80808,412120800,2,10100,5100
mv_kernel_gpu,1452,1,1,79,128,8,0,8,0,2,10100,5100
mv_kernel_cpu,59717,0,1,1,64,0,0,0,0,2,10100,5600
mv_kernel_gpu_mem,40922,1,1,79,128,452524808,80800,80808,452524800,2,10100,5600
mv_kernel_gpu,1618,1,1,79,128,8,0,8,0,2,10100,5600
mv_kernel_cpu,31076,0,1,1,64,0,0,0,0,2,10100,600
mv_kernel_gpu_mem,5345,1,1,79,128,48484808,80800,80808,48484800,2,10100,600
mv_kernel_gpu,218,1,1,79,128,8,0,8,0,2,10100,600
mv_kernel_cpu,36892,0,1,1,64,0,0,0,0,2,10100,6100
mv_kernel_gpu_mem,46184,1,1,79,128,492928808,80800,80808,492928800,2,10100,6100
mv_kernel_gpu,1736,1,1,79,128,8,0,8,0,2,10100,6100
mv_kernel_cpu,29235,0,1,1,64,0,0,0,0,2,10100,6600
mv_kernel_gpu_mem,46072,1,1,79,128,533332808,80800,80808,533332800,2,10100,6600
mv_kernel_gpu,1789,1,1,79,128,8,0,8,0,2,10100,6600
mv_kernel_cpu,41552,0,1,1,64,0,0,0,0,2,10100,7100
mv_kernel_gpu_mem,82074,1,1,79,128,573736808,80800,80808,573736800,2,10100,7100
mv_kernel_gpu,2057,1,1,79,128,8,0,8,0,2,10100,7100
mv_kernel_cpu,36401,0,1,1,64,0,0,0,0,2,10100,7600
mv_kernel_gpu_mem,57104,1,1,79,128,614140808,80800,80808,614140800,2,10100,7600
mv_kernel_gpu,2075,1,1,79,128,8,0,8,0,2,10100,7600
mv_kernel_cpu,75699,0,1,1,64,0,0,0,0,2,10100,8100
mv_kernel_gpu_mem,56323,1,1,79,128,654544808,80800,80808,654544800,2,10100,8100
mv_kernel_gpu,2283,1,1,79,128,8,0,8,0,2,10100,8100
mv_kernel_cpu,38573,0,1,1,64,0,0,0,0,2,10100,8600
mv_kernel_gpu_mem,59370,1,1,79,128,694948808,80800,80808,694948800,2,10100,8600
mv_kernel_gpu,2483,1,1,79,128,8,0,8,0,2,10100,8600
mv_kernel_cpu,34864,0,1,1,64,0,0,0,0,2,10100,9100
mv_kernel_gpu_mem,67012,1,1,79,128,735352808,80800,80808,735352800,2,10100,9100
mv_kernel_gpu,2497,1,1,79,128,8,0,8,0,2,10100,9100
mv_kernel_cpu,34522,0,1,1,64,0,0,0,0,2,10100,9600
mv_kernel_gpu_mem,66984,1,1,79,128,775756808,80800,80808,775756800,2,10100,9600
mv_kernel_gpu,2628,1,1,79,128,8,0,8,0,2,10100,9600
mv_kernel_cpu,26268,0,1,1,64,0,0,0,0,2,10200,100
mv_kernel_gpu_mem,1208,1,1,80,128,8160808,81600,81608,8160800,2,10200,100
mv_kernel_gpu,67,1,1,80,128,8,0,8,0,2,10200,100
mv_kernel_cpu,48497,0,1,1,64,0,0,0,0,2,10200,1100
mv_kernel_gpu_mem,10822,1,1,80,128,89768808,81600,81608,89768800,2,10200,1100
mv_kernel_gpu,370,1,1,80,128,8,0,8,0,2,10200,1100
mv_kernel_cpu,32283,0,1,1,64,0,0,0,0,2,10200,1600
mv_kernel_gpu_mem,11707,1,1,80,128,130572808,81600,81608,130572800,2,10200,1600
mv_kernel_gpu,485,1,1,80,128,8,0,8,0,2,10200,1600
mv_kernel_cpu,51105,0,1,1,64,0,0,0,0,2,10200,2100
mv_kernel_gpu_mem,15052,1,1,80,128,171376808,81600,81608,171376800,2,10200,2100
mv_kernel_gpu,688,1,1,80,128,8,0,8,0,2,10200,2100
mv_kernel_cpu,44773,0,1,1,64,0,0,0,0,2,10200,2600
mv_kernel_gpu_mem,28519,1,1,80,128,212180808,81600,81608,212180800,2,10200,2600
mv_kernel_gpu,786,1,1,80,128,8,0,8,0,2,10200,2600
mv_kernel_cpu,51094,0,1,1,64,0,0,0,0,2,10200,3100
mv_kernel_gpu_mem,21902,1,1,80,128,252984808,81600,81608,252984800,2,10200,3100
mv_kernel_gpu,947,1,1,80,128,8,0,8,0,2,10200,3100
mv_kernel_cpu,48798,0,1,1,64,0,0,0,0,2,10200,3600
mv_kernel_gpu_mem,41056,1,1,80,128,293788808,81600,81608,293788800,2,10200,3600
mv_kernel_gpu,1080,1,1,80,128,8,0,8,0,2,10200,3600
mv_kernel_cpu,35283,0,1,1,64,0,0,0,0,2,10200,4100
mv_kernel_gpu_mem,29402,1,1,80,128,334592808,81600,81608,334592800,2,10200,4100
mv_kernel_gpu,1109,1,1,80,128,8,0,8,0,2,10200,4100
mv_kernel_cpu,46940,0,1,1,64,0,0,0,0,2,10200,4600
mv_kernel_gpu_mem,33258,1,1,80,128,375396808,81600,81608,375396800,2,10200,4600
mv_kernel_gpu,1292,1,1,80,128,8,0,8,0,2,10200,4600
mv_kernel_cpu,32427,0,1,1,64,0,0,0,0,2,10200,5100
mv_kernel_gpu_mem,36851,1,1,80,128,416200808,81600,81608,416200800,2,10200,5100
mv_kernel_gpu,1446,1,1,80,128,8,0,8,0,2,10200,5100
mv_kernel_cpu,54926,0,1,1,64,0,0,0,0,2,10200,5600
mv_kernel_gpu_mem,40532,1,1,80,128,457004808,81600,81608,457004800,2,10200,5600
mv_kernel_gpu,1649,1,1,80,128,8,0,8,0,2,10200,5600
mv_kernel_cpu,54729,0,1,1,64,0,0,0,0,2,10200,600
mv_kernel_gpu_mem,7845,1,1,80,128,48964808,81600,81608,48964800,2,10200,600
mv_kernel_gpu,227,1,1,80,128,8,0,8,0,2,10200,600
mv_kernel_cpu,36287,0,1,1,64,0,0,0,0,2,10200,6100
mv_kernel_gpu_mem,45459,1,1,80,128,497808808,81600,81608,497808800,2,10200,6100
